cap-diameter,cap-shape,gill-attachment,gill-color,stem-height,stem-width,stem-color,season,edible
59,6,0,10,1.393071839076062,72,6,0.9431945538974952,1
46,6,0,10,1.5283574643101123,71,1,0.8884502877862838,1
49,6,0,10,1.5840633099947214,64,6,0.9431945538974952,1
51,6,0,10,1.2219753130447626,89,1,0.8884502877862838,1
56,6,0,10,1.2458492469095952,87,6,0.8884502877862838,1
60,6,0,10,1.2498282358870672,96,6,0.8884502877862838,1
37,6,0,10,1.349302960323869,73,6,0.8884502877862838,1
72,6,0,10,1.0906686767881841,112,6,0.9431945538974952,1
55,6,0,10,1.030983842126103,108,1,0.9431945538974952,1
63,6,0,10,1.134437555540377,123,6,0.8884502877862838,1
66,6,0,10,1.3572609382788132,99,6,0.9431945538974952,1
63,6,0,10,1.2299332909997067,108,6,0.8884502877862838,1
69,6,0,10,1.2100383461123465,100,6,0.9431945538974952,1
57,6,0,10,1.3095130705491482,99,6,0.8884502877862838,1
54,6,0,10,1.3294080154365087,84,1,0.9431945538974952,1
57,6,0,10,1.2697231807744276,113,1,0.9431945538974952,1
56,6,0,10,1.3095130705491482,86,6,0.8884502877862838,1
69,6,0,10,1.1981013791799302,119,6,0.8884502877862838,1
57,6,0,10,1.2617652028194835,88,6,0.9431945538974952,1
56,6,0,10,1.2259543020222348,95,1,0.9431945538974952,1
49,6,0,10,1.3890928500985897,82,6,0.9431945538974952,1
62,6,0,10,1.1503535114502654,97,6,0.8884502877862838,1
45,6,0,10,1.1463745224727933,122,1,0.8884502877862838,1
55,6,0,10,1.241870257932123,92,6,0.9431945538974952,1
70,6,0,10,1.3691979052112293,96,6,0.9431945538974952,1
54,6,0,10,1.233912279977179,91,6,0.9431945538974952,1
47,6,0,10,1.3174710485040924,96,1,0.8884502877862838,1
54,6,0,10,1.2219753130447626,90,1,0.9431945538974952,1
60,6,0,10,1.3294080154365087,102,1,0.8884502877862838,1
69,6,0,10,1.130458566562905,99,6,0.8884502877862838,1
51,6,0,10,1.4607146516930871,97,6,0.9431945538974952,1
53,6,0,10,1.3294080154365087,84,1,0.8884502877862838,1
64,6,0,10,1.3214500374815645,92,6,0.8884502877862838,1
54,6,0,10,1.2617652028194835,78,6,0.8884502877862838,1
55,6,0,10,1.1981013791799302,105,1,0.8884502877862838,1
62,6,0,10,1.2856391366843158,102,6,0.8884502877862838,1
47,6,0,10,1.301555092594204,78,1,0.9431945538974952,1
58,6,0,10,1.1225005886079609,135,1,0.8884502877862838,1
61,6,0,10,1.301555092594204,70,6,0.8884502877862838,1
55,6,0,10,1.2219753130447626,100,6,0.8884502877862838,1
60,6,0,10,1.237891268954651,88,1,0.9431945538974952,1
44,6,0,10,1.3214500374815645,81,1,0.9431945538974952,1
70,6,0,10,1.023025864171159,118,1,0.9431945538974952,1
71,6,0,10,1.1702484563376256,119,6,0.8884502877862838,1
54,6,0,10,1.1941223902024583,100,1,0.8884502877862838,1
53,6,0,10,0.9911939523513824,113,1,0.8884502877862838,1
70,6,0,10,0.9553830515541337,122,1,0.8884502877862838,1
62,6,0,10,1.2299332909997067,84,1,0.8884502877862838,1
50,6,0,10,1.190143401224986,86,1,0.8884502877862838,1
52,6,0,10,1.3294080154365087,81,6,0.9431945538974952,1
59,6,0,10,1.2856391366843158,68,6,0.9431945538974952,1
67,6,0,10,1.2299332909997067,110,6,0.9431945538974952,1
52,6,0,10,1.1065846326980726,120,1,0.9431945538974952,1
43,6,0,10,1.4965255524903358,85,6,0.8884502877862838,1
54,6,0,10,1.2657441917969554,116,6,0.8884502877862838,1
51,6,0,10,1.349302960323869,103,6,0.8884502877862838,1
59,6,0,10,1.1065846326980726,105,1,0.9431945538974952,1
48,6,0,10,1.2100383461123465,86,6,0.8884502877862838,1
51,6,0,10,1.2657441917969554,98,1,0.8884502877862838,1
36,6,0,10,1.2020803681574024,116,6,0.9431945538974952,1
32,6,0,10,1.2060593571348743,100,1,0.9431945538974952,1
65,6,0,10,1.1105636216755446,114,1,0.8884502877862838,1
51,6,0,10,1.1742274453150978,95,1,0.8884502877862838,1
70,6,0,10,1.130458566562905,132,6,0.9431945538974952,1
74,6,0,10,1.0866896878107122,109,1,0.8884502877862838,1
72,6,0,10,1.2060593571348743,122,6,0.9431945538974952,1
48,6,0,10,1.2856391366843158,75,1,0.8884502877862838,1
61,6,0,10,1.1503535114502654,127,1,0.9431945538974952,1
59,6,0,10,1.3691979052112293,86,1,0.9431945538974952,1
51,6,0,10,1.2140173350898185,94,6,0.9431945538974952,1
60,6,0,10,1.1543325004277374,101,1,0.9431945538974952,1
53,6,0,10,1.3174710485040924,111,1,0.8884502877862838,1
58,6,0,10,1.3214500374815645,96,1,0.9431945538974952,1
49,6,0,10,1.3373659933914528,96,1,0.8884502877862838,1
77,6,0,10,1.182185423270042,103,6,0.8884502877862838,1
58,6,0,10,1.1782064342925698,100,1,0.8884502877862838,1
66,6,0,10,1.1622904783826815,117,1,0.8884502877862838,1
46,6,0,10,1.2259543020222348,110,1,0.8884502877862838,1
36,6,0,10,1.2219753130447626,76,6,0.8884502877862838,1
65,6,0,10,1.134437555540377,128,1,0.8884502877862838,1
74,6,0,10,1.0548577759909357,132,6,0.9431945538974952,1
61,6,0,10,1.2458492469095952,115,6,0.9431945538974952,1
42,6,0,10,1.3134920595266204,92,1,0.9431945538974952,1
49,6,0,10,1.3652189162337574,97,6,0.9431945538974952,1
63,6,0,10,1.0628157539458798,130,1,0.8884502877862838,1
51,6,0,10,1.2776811587293717,108,1,0.8884502877862838,1
40,6,0,10,1.3214500374815645,87,1,0.9431945538974952,1
73,6,0,10,1.3691979052112293,90,1,0.9431945538974952,1
66,6,0,10,1.1622904783826815,96,6,0.8884502877862838,1
43,6,0,10,1.3970508280535339,94,6,0.9431945538974952,1
26,6,0,10,1.4885675745353917,65,1,0.8884502877862838,1
56,6,0,10,1.1105636216755446,115,6,0.9431945538974952,1
61,6,0,10,1.2538072248645393,89,6,0.8884502877862838,1
44,6,0,10,1.2299332909997067,92,1,0.8884502877862838,1
75,6,0,10,1.1503535114502654,116,6,0.9431945538974952,1
58,6,0,10,1.2617652028194835,81,1,0.9431945538974952,1
85,6,0,10,1.2179963240672906,100,1,0.9431945538974952,1
50,6,0,10,1.3811348721436456,82,1,0.8884502877862838,1
80,6,0,10,1.1185215996304887,126,6,0.8884502877862838,1
52,6,0,10,1.3095130705491482,83,6,0.8884502877862838,1
54,6,0,10,1.237891268954651,104,6,0.9431945538974952,1
62,6,0,10,1.2299332909997067,102,6,0.9431945538974952,1
61,6,0,10,1.1026056437206004,111,1,0.9431945538974952,1
44,6,0,10,1.2179963240672906,93,6,0.8884502877862838,1
57,6,0,10,1.341344982368925,85,6,0.8884502877862838,1
55,6,0,10,1.0986266547431285,113,6,0.9431945538974952,1
57,6,0,10,1.2259543020222348,101,1,0.9431945538974952,1
75,6,0,10,1.1702484563376256,119,1,0.8884502877862838,1
42,6,0,10,1.4089877949859502,77,1,0.9431945538974952,1
53,6,0,10,1.345323971346397,88,6,0.8884502877862838,1
46,6,0,10,1.29359711463926,82,6,0.8884502877862838,1
41,6,0,10,1.401029817031006,71,1,0.9431945538974952,1
52,6,0,10,1.3254290264590365,94,6,0.8884502877862838,1
38,6,0,10,1.1065846326980726,86,1,0.9431945538974952,1
65,6,0,10,1.2060593571348743,106,1,0.9431945538974952,1
46,6,0,10,1.2617652028194835,86,6,0.9431945538974952,1
46,6,0,10,1.452756673738143,96,1,0.9431945538974952,1
62,6,0,10,1.0667947429233517,110,1,0.8884502877862838,1
56,6,0,10,1.190143401224986,111,1,0.9431945538974952,1
53,6,0,10,1.4686726296480312,71,6,0.9431945538974952,1
38,6,0,10,1.2856391366843158,90,1,0.9431945538974952,1
51,6,0,10,1.2856391366843158,99,1,0.8884502877862838,1
62,6,0,10,1.0946476657656563,131,1,0.9431945538974952,1
72,6,0,10,1.030983842126103,102,1,0.9431945538974952,1
64,6,0,10,1.1423955334953213,97,1,0.9431945538974952,1
54,6,0,10,1.1423955334953213,100,1,0.8884502877862838,1
62,6,0,10,1.2856391366843158,77,1,0.9431945538974952,1
52,6,0,10,1.241870257932123,100,1,0.8884502877862838,1
72,6,0,10,0.9593620405316058,123,1,0.8884502877862838,1
69,6,0,10,1.08271069883324,110,6,0.9431945538974952,1
61,6,0,10,1.4686726296480312,77,6,0.8884502877862838,1
46,6,0,10,1.237891268954651,115,1,0.8884502877862838,1
67,6,0,10,1.1503535114502654,116,1,0.9431945538974952,1
68,6,0,10,1.237891268954651,92,6,0.8884502877862838,1
70,6,0,10,1.0110888972387428,144,6,0.9431945538974952,1
57,6,0,10,1.1742274453150978,109,1,0.9431945538974952,1
51,6,0,10,1.1105636216755446,84,6,0.9431945538974952,1
62,6,0,10,1.1941223902024583,104,6,0.9431945538974952,1
66,6,0,10,1.241870257932123,95,6,0.9431945538974952,1
49,6,0,10,1.353281949301341,93,6,0.8884502877862838,1
40,6,0,10,1.401029817031006,80,6,0.8884502877862838,1
62,6,0,10,1.4726516186255034,78,1,0.9431945538974952,1
29,6,0,10,1.3254290264590365,74,6,0.9431945538974952,1
40,6,0,10,1.2060593571348743,87,1,0.8884502877862838,1
58,6,0,10,1.2776811587293717,80,1,0.8884502877862838,1
64,6,0,10,1.190143401224986,100,1,0.9431945538974952,1
80,6,0,10,1.1026056437206004,123,1,0.9431945538974952,1
53,6,0,10,1.1463745224727933,107,6,0.8884502877862838,1
47,6,0,10,1.4249037508958384,97,6,0.8884502877862838,1
33,6,0,10,1.3214500374815645,95,1,0.9431945538974952,1
51,6,0,10,1.2776811587293717,105,6,0.8884502877862838,1
56,6,0,10,1.241870257932123,92,6,0.9431945538974952,1
56,6,0,10,1.4328617288507826,84,1,0.8884502877862838,1
49,6,0,10,1.1662694673601537,112,1,0.8884502877862838,1
68,6,0,10,1.0468997980359913,124,1,0.8884502877862838,1
36,6,0,10,1.3373659933914528,72,1,0.8884502877862838,1
56,6,0,10,1.2697231807744276,92,6,0.9431945538974952,1
52,6,0,10,1.452756673738143,92,1,0.8884502877862838,1
49,6,0,10,1.3811348721436456,87,6,0.8884502877862838,1
49,6,0,10,1.4249037508958384,108,1,0.8884502877862838,1
52,6,0,10,1.1742274453150978,83,1,0.8884502877862838,1
45,6,0,10,1.2737021697518995,86,1,0.8884502877862838,1
50,6,0,10,1.3294080154365087,82,1,0.8884502877862838,1
61,6,0,10,1.2299332909997067,93,6,0.9431945538974952,1
71,6,0,10,1.134437555540377,101,1,0.9431945538974952,1
44,6,0,10,1.4965255524903358,71,1,0.8884502877862838,1
45,6,0,10,1.3652189162337574,84,1,0.9431945538974952,1
67,6,0,10,1.289618125661788,97,1,0.8884502877862838,1
59,6,0,10,1.2856391366843158,93,6,0.9431945538974952,1
37,6,0,10,1.241870257932123,70,1,0.9431945538974952,1
72,6,0,10,1.0349628311035752,129,6,0.8884502877862838,1
69,6,0,10,1.2060593571348743,125,1,0.8884502877862838,1
69,6,0,10,1.0906686767881841,126,1,0.9431945538974952,1
41,6,0,10,1.3890928500985897,79,1,0.8884502877862838,1
54,6,0,10,1.1742274453150978,101,1,0.8884502877862838,1
57,6,0,10,1.3373659933914528,100,6,0.8884502877862838,1
68,6,0,10,1.2179963240672906,107,6,0.9431945538974952,1
49,6,0,10,1.4726516186255034,95,1,0.9431945538974952,1
56,6,0,10,1.1662694673601537,139,1,0.8884502877862838,1
58,6,0,10,1.2975761036167321,93,1,0.8884502877862838,1
43,6,0,10,1.2856391366843158,92,6,0.9431945538974952,1
52,6,0,10,1.2498282358870672,104,6,0.9431945538974952,1
43,6,0,10,1.4726516186255034,93,1,0.8884502877862838,1
58,6,0,10,1.341344982368925,79,1,0.8884502877862838,1
48,6,0,10,1.301555092594204,93,1,0.9431945538974952,1
42,6,0,10,1.3134920595266204,66,1,0.9431945538974952,1
73,6,0,10,1.0150678862162148,116,1,0.8884502877862838,1
49,6,0,10,1.3811348721436456,75,6,0.8884502877862838,1
63,6,0,10,1.2697231807744276,106,1,0.9431945538974952,1
37,6,0,10,1.349302960323869,92,6,0.9431945538974952,1
53,6,0,10,1.3373659933914528,103,1,0.8884502877862838,1
45,6,0,10,1.3214500374815645,92,6,0.8884502877862838,1
43,6,0,7,0.8399923712074435,47,4,0.027372133055605714,1
37,6,0,7,0.752454613703058,51,4,0.8884502877862838,1
43,6,0,5,0.7126647239283372,56,4,0.027372133055605714,1
9,6,0,5,0.9354881066667734,35,4,1.8042727086281731,1
35,6,0,5,0.7086857349508652,54,4,0.027372133055605714,1
53,6,0,7,0.649000900288784,44,4,0.9431945538974952,1
18,6,0,7,0.9792569854189661,39,4,0.027372133055605714,1
31,6,0,7,0.7484756247255858,55,4,0.8884502877862838,1
27,6,0,7,0.8479503491623878,44,4,0.8884502877862838,1
17,6,0,7,0.8678452940497481,43,4,1.8042727086281731,1
20,6,0,5,0.8240764152975553,37,4,0.027372133055605714,1
33,6,0,7,1.0667947429233517,38,4,0.8884502877862838,1
29,6,0,5,0.7325596688156976,61,4,0.8884502877862838,1
27,6,0,5,0.8399923712074435,42,4,0.9431945538974952,1
17,6,0,5,1.0628157539458798,41,4,0.027372133055605714,1
33,6,0,5,0.8718242830272201,48,4,0.027372133055605714,1
38,6,0,7,0.8519293381398598,53,4,0.8884502877862838,1
16,6,0,7,1.1622904783826815,26,4,0.8884502877862838,1
37,6,0,5,0.4818833632349569,61,4,0.9431945538974952,1
25,6,0,7,0.8200974263200832,42,4,0.027372133055605714,1
32,6,0,7,0.9235511397343571,39,4,0.027372133055605714,1
25,6,0,5,0.8041814704101949,47,4,0.8884502877862838,1
24,6,0,7,0.8041814704101949,47,4,0.9431945538974952,1
28,6,0,7,0.859887316094804,51,4,1.8042727086281731,1
13,6,0,5,0.9991519303063265,43,4,1.8042727086281731,1
27,6,0,5,1.0429208090585194,43,4,1.8042727086281731,1
17,6,0,5,0.9673200184865499,27,4,1.8042727086281731,1
24,6,0,5,0.8797822609821643,49,4,0.027372133055605714,1
35,6,0,5,0.7405176467706417,55,4,0.9431945538974952,1
29,6,0,5,1.0071099082612707,40,4,0.8884502877862838,1
37,6,0,7,0.8280554042750273,49,4,1.8042727086281731,1
23,6,0,5,0.7444966357481138,61,4,0.027372133055605714,1
23,6,0,7,0.9354881066667734,31,4,0.9431945538974952,1
28,6,0,7,0.9434460846217175,45,4,1.8042727086281731,1
31,6,0,7,0.752454613703058,47,4,0.027372133055605714,1
23,6,0,7,0.9434460846217175,49,4,0.8884502877862838,1
36,6,0,7,1.0349628311035752,51,4,0.8884502877862838,1
38,6,0,7,0.752454613703058,49,4,1.8042727086281731,1
44,6,0,5,0.8399923712074435,58,4,0.027372133055605714,1
23,6,0,7,0.8360133822299715,45,4,0.9431945538974952,1
38,6,0,5,0.6887907900635047,54,4,1.8042727086281731,1
37,6,0,5,0.7962234924552508,56,4,0.027372133055605714,1
30,6,0,7,0.7643915806354742,55,4,0.027372133055605714,1
51,6,0,5,0.7126647239283372,65,4,0.9431945538974952,1
30,6,0,5,0.7444966357481138,53,4,0.8884502877862838,1
31,6,0,5,1.0389418200810472,36,4,0.9431945538974952,1
25,6,0,5,0.9434460846217175,42,4,0.027372133055605714,1
42,6,0,5,0.6609378672212003,60,4,0.9431945538974952,1
17,6,0,5,0.8479503491623878,38,4,0.9431945538974952,1
13,6,0,7,0.8678452940497481,42,4,0.027372133055605714,1
15,6,0,5,1.1941223902024583,21,4,1.8042727086281731,1
23,6,0,7,0.752454613703058,46,4,0.027372133055605714,1
29,6,0,7,0.808160459387667,41,4,0.8884502877862838,1
33,6,0,5,0.7882655145003066,55,4,1.8042727086281731,1
25,6,0,7,0.919572150756885,40,4,1.8042727086281731,1
43,6,0,7,0.7365386577931696,56,4,0.8884502877862838,1
29,6,0,5,0.8837612499596363,56,4,0.8884502877862838,1
38,6,0,7,0.9434460846217175,52,4,0.8884502877862838,1
45,6,0,7,0.7365386577931696,61,4,1.8042727086281731,1
37,6,0,5,0.752454613703058,62,4,0.027372133055605714,1
28,6,0,5,0.7643915806354742,55,4,1.8042727086281731,1
26,6,0,5,0.9951729413288545,39,4,0.8884502877862838,1
35,6,0,7,0.8758032720046922,43,4,1.8042727086281731,1
16,6,0,5,0.9673200184865499,40,4,0.8884502877862838,1
33,6,0,7,0.7882655145003066,56,4,0.027372133055605714,1
30,6,0,5,0.808160459387667,54,4,0.8884502877862838,1
17,6,0,5,0.808160459387667,38,4,0.027372133055605714,1
50,6,0,7,0.6410429223338399,61,4,0.8884502877862838,1
38,6,0,5,0.6967487680184489,59,4,1.8042727086281731,1
42,6,0,7,0.541568197897038,59,4,0.9431945538974952,1
18,6,0,7,1.027004853148631,38,4,0.9431945538974952,1
44,6,0,5,0.7723495585904183,47,4,0.027372133055605714,1
40,6,0,7,0.7007277569959209,44,4,0.8884502877862838,1
33,6,0,7,0.8002024814327229,56,4,0.027372133055605714,1
38,6,0,7,0.8797822609821643,51,4,1.8042727086281731,1
33,6,0,5,0.9235511397343571,44,4,0.027372133055605714,1
33,6,0,5,0.915593161779413,53,4,0.9431945538974952,1
20,6,0,7,0.863866305072276,43,4,0.027372133055605714,1
20,6,0,5,0.9275301287118292,34,4,0.8884502877862838,1
19,6,0,7,0.8280554042750273,44,4,1.8042727086281731,1
24,6,0,5,0.9394670956442455,40,4,0.9431945538974952,1
30,6,0,5,0.808160459387667,45,4,0.027372133055605714,1
28,6,0,7,0.8479503491623878,40,4,0.027372133055605714,1
36,6,0,7,0.6131899994915354,54,4,0.8884502877862838,1
29,6,0,7,0.8678452940497481,53,4,0.027372133055605714,1
20,6,0,7,1.0389418200810472,41,4,0.8884502877862838,1
18,6,0,7,0.971299007464022,33,4,1.8042727086281731,1
38,6,0,5,0.9315091176893012,41,4,0.9431945538974952,1
45,6,0,7,0.9593620405316058,51,4,0.8884502877862838,1
32,6,0,5,0.8399923712074435,45,4,1.8042727086281731,1
16,6,0,5,0.808160459387667,45,4,0.8884502877862838,1
15,6,0,7,0.9951729413288545,40,4,0.027372133055605714,1
19,6,0,7,0.9076351838244688,33,4,0.8884502877862838,1
40,6,0,7,0.8996772058695247,44,4,0.8884502877862838,1
18,6,0,5,0.8002024814327229,44,4,0.027372133055605714,1
36,6,0,5,0.808160459387667,52,4,0.027372133055605714,1
25,6,0,5,0.8996772058695247,54,4,1.8042727086281731,1
30,6,0,7,0.9514040625766617,43,4,0.027372133055605714,1
40,6,0,5,0.8559083271173319,47,4,0.9431945538974952,1
25,6,0,7,1.0349628311035752,50,4,0.9431945538974952,1
38,6,0,7,0.8280554042750273,54,4,0.9431945538974952,1
57,6,0,7,0.6211479774464795,63,4,0.8884502877862838,1
35,6,0,5,0.8161184373426111,53,4,1.8042727086281731,1
32,6,0,5,0.7285806798382255,59,4,0.8884502877862838,1
36,6,0,7,0.7007277569959209,49,4,0.9431945538974952,1
26,6,0,7,0.7206227018832814,52,4,0.8884502877862838,1
37,6,0,5,0.6450219113113119,45,4,0.8884502877862838,1
42,6,0,7,0.7086857349508652,60,4,0.9431945538974952,1
28,6,0,7,0.7922445034777786,55,4,0.9431945538974952,1
33,6,0,7,0.7564336026805301,48,4,0.027372133055605714,1
33,6,0,7,0.9036561948469968,50,4,0.027372133055605714,1
17,6,0,7,0.9036561948469968,45,4,0.027372133055605714,1
33,6,0,5,0.8041814704101949,50,4,0.027372133055605714,1
22,6,0,7,0.8200974263200832,47,4,0.8884502877862838,1
49,6,0,7,0.649000900288784,66,4,0.9431945538974952,1
35,6,0,5,0.859887316094804,47,4,0.8884502877862838,1
34,6,0,5,0.6092110105140632,56,4,1.8042727086281731,1
17,6,0,7,1.0628157539458798,31,4,0.027372133055605714,1
31,6,0,5,1.1026056437206004,45,4,0.8884502877862838,1
13,6,0,7,0.9673200184865499,36,4,1.8042727086281731,1
22,6,0,7,1.0150678862162148,42,4,1.8042727086281731,1
21,6,0,7,1.0110888972387428,45,4,0.8884502877862838,1
25,6,0,5,1.1622904783826815,33,4,0.8884502877862838,1
31,6,0,7,0.7922445034777786,49,4,0.027372133055605714,1
29,6,0,5,0.8837612499596363,63,4,1.8042727086281731,1
34,6,0,5,1.0429208090585194,42,4,0.8884502877862838,1
37,6,0,5,0.6688958451761444,54,4,0.027372133055605714,1
27,6,0,5,0.9036561948469968,44,4,1.8042727086281731,1
17,6,0,7,0.8956982168920526,38,4,0.9431945538974952,1
20,6,0,7,0.9872149633739103,32,4,0.9431945538974952,1
28,6,0,5,0.8559083271173319,51,4,1.8042727086281731,1
38,6,0,5,0.7962234924552508,61,4,1.8042727086281731,1
24,6,0,5,0.9991519303063265,42,4,0.8884502877862838,1
36,6,0,7,0.9474250735991896,43,4,1.8042727086281731,1
26,6,0,7,0.8002024814327229,52,4,0.8884502877862838,1
20,6,0,5,0.7604125916580021,53,4,0.027372133055605714,1
34,6,0,5,0.808160459387667,56,4,0.8884502877862838,1
24,6,0,7,0.9474250735991896,40,4,0.8884502877862838,1
18,6,0,5,0.9792569854189661,45,4,1.8042727086281731,1
39,6,0,7,0.863866305072276,43,4,0.8884502877862838,1
15,6,0,7,1.0031309192837985,35,4,1.8042727086281731,1
22,6,0,7,1.0508787870134635,41,4,0.9431945538974952,1
33,6,0,7,0.915593161779413,46,4,1.8042727086281731,1
10,6,0,5,0.9832359743964383,34,4,0.8884502877862838,1
26,6,0,5,0.7763285475678904,52,4,0.8884502877862838,1
36,6,0,5,0.6251269664239516,59,4,1.8042727086281731,1
18,6,0,7,0.9673200184865499,39,4,0.8884502877862838,1
25,6,0,5,0.8877402389371084,48,4,0.8884502877862838,1
31,6,0,5,0.6768538231310886,45,4,1.8042727086281731,1
37,6,0,5,1.0508787870134635,60,4,0.9431945538974952,1
32,6,0,5,0.9275301287118292,34,4,0.9431945538974952,1
19,6,0,5,1.0031309192837985,36,4,1.8042727086281731,1
22,6,0,5,1.030983842126103,44,4,0.9431945538974952,1
31,6,0,5,1.078731709855768,43,4,0.9431945538974952,1
30,6,0,7,0.6688958451761444,56,4,0.9431945538974952,1
32,6,0,7,0.808160459387667,54,4,0.8884502877862838,1
31,6,0,7,0.7803075365453624,48,4,0.8884502877862838,1
18,6,0,7,0.9593620405316058,48,4,1.8042727086281731,1
39,6,0,5,0.7643915806354742,59,4,1.8042727086281731,1
34,6,0,7,1.1264795775854328,45,4,0.8884502877862838,1
27,6,0,7,0.971299007464022,42,4,0.027372133055605714,1
25,6,0,7,0.9474250735991896,45,4,0.027372133055605714,1
23,6,0,5,0.919572150756885,39,4,0.8884502877862838,1
30,6,0,7,0.6649168561986724,53,4,0.8884502877862838,1
42,6,0,5,0.5176942640322055,71,4,0.8884502877862838,1
21,6,0,5,0.9315091176893012,51,4,0.9431945538974952,1
40,6,0,5,0.863866305072276,44,4,1.8042727086281731,1
24,6,0,5,1.0588367649684076,35,4,0.9431945538974952,1
37,6,0,5,1.0031309192837985,44,4,0.8884502877862838,1
31,6,0,7,0.5296312309646218,58,4,0.8884502877862838,1
30,6,0,7,0.6728748341536165,51,4,0.9431945538974952,1
34,6,0,7,1.0508787870134635,32,4,0.9431945538974952,1
44,6,0,7,0.8399923712074435,44,4,0.9431945538974952,1
16,6,0,5,0.971299007464022,42,4,0.027372133055605714,1
30,6,0,7,0.9116141728019409,35,4,1.8042727086281731,1
31,6,0,5,1.0071099082612707,42,4,0.8884502877862838,1
32,6,0,7,0.859887316094804,58,4,0.027372133055605714,1
13,6,0,7,1.130458566562905,40,4,0.027372133055605714,1
31,6,0,7,0.8439713601849157,49,4,1.8042727086281731,1
28,6,0,7,0.9076351838244688,43,4,1.8042727086281731,1
29,6,0,7,0.8360133822299715,52,4,0.027372133055605714,1
41,6,0,7,0.7325596688156976,53,4,0.027372133055605714,1
30,6,0,7,1.0468997980359913,45,4,1.8042727086281731,1
19,6,0,7,0.7962234924552508,46,4,0.8884502877862838,1
30,6,0,7,0.6927697790409768,46,4,0.027372133055605714,1
23,6,0,5,0.915593161779413,33,4,0.8884502877862838,1
35,6,0,7,0.8956982168920526,49,4,0.9431945538974952,1
35,6,0,7,1.0349628311035752,50,4,1.8042727086281731,1
27,6,0,5,0.6887907900635047,57,4,1.8042727086281731,1
36,6,0,5,0.5734001097168147,58,4,0.9431945538974952,1
13,6,0,7,0.9951729413288545,42,4,0.9431945538974952,1
50,6,0,5,0.7683705696129463,55,4,0.027372133055605714,1
14,6,0,5,1.0986266547431285,42,4,1.8042727086281731,1
23,6,0,7,1.0110888972387428,30,4,1.8042727086281731,1
24,6,0,7,0.8121394483651391,43,4,1.8042727086281731,1
23,6,0,7,1.0031309192837985,33,4,0.8884502877862838,1
30,6,0,7,0.7246016908607534,47,4,0.9431945538974952,1
46,6,0,5,0.649000900288784,58,4,0.027372133055605714,1
36,6,0,7,0.863866305072276,45,4,0.9431945538974952,1
16,6,0,7,1.130458566562905,27,4,0.027372133055605714,1
36,6,0,5,1.0906686767881841,42,4,1.8042727086281731,1
31,6,0,7,0.8041814704101949,49,4,0.9431945538974952,1
41,6,0,7,0.8002024814327229,48,4,1.8042727086281731,1
46,6,0,5,0.7086857349508652,67,4,0.9431945538974952,1
26,6,0,7,0.9116141728019409,52,4,0.8884502877862838,1
42,6,0,5,0.7166437129058093,54,4,0.8884502877862838,1
38,6,0,7,0.752454613703058,62,4,0.027372133055605714,1
21,6,0,7,0.8399923712074435,44,4,0.8884502877862838,1
33,6,0,7,0.971299007464022,39,4,0.9431945538974952,1
24,6,0,7,0.8399923712074435,62,4,0.9431945538974952,1
24,6,0,7,0.9951729413288545,40,4,1.8042727086281731,1
24,6,0,7,1.1583114894052096,32,4,0.027372133055605714,1
29,6,0,7,0.8121394483651391,34,4,0.9431945538974952,1
35,6,0,5,0.7444966357481138,59,4,0.8884502877862838,1
42,6,0,7,0.6012530325591191,51,4,0.9431945538974952,1
33,6,0,5,0.8399923712074435,61,4,0.9431945538974952,1
35,6,0,7,0.7285806798382255,51,4,0.9431945538974952,1
36,6,0,7,0.7763285475678904,53,4,0.9431945538974952,1
17,6,0,7,0.919572150756885,41,4,0.9431945538974952,1
34,6,0,7,0.5017783081223173,60,4,0.8884502877862838,1
20,6,0,5,0.9633410295090779,44,4,0.027372133055605714,1
44,6,0,7,0.8161184373426111,55,4,0.8884502877862838,1
24,6,0,7,0.9036561948469968,41,4,1.8042727086281731,1
19,6,0,5,1.0946476657656563,44,4,1.8042727086281731,1
27,6,0,7,0.8917192279145806,47,4,1.8042727086281731,1
41,6,0,5,0.752454613703058,56,4,0.9431945538974952,1
30,6,0,7,0.9514040625766617,52,4,1.8042727086281731,1
28,6,0,5,0.7643915806354742,52,4,0.027372133055605714,1
21,6,0,5,1.2060593571348743,32,4,0.9431945538974952,1
20,6,0,5,0.9116141728019409,45,4,0.027372133055605714,1
37,6,0,7,1.08271069883324,33,4,0.027372133055605714,1
22,6,0,5,0.8041814704101949,59,4,0.027372133055605714,1
25,6,0,5,1.023025864171159,50,4,0.027372133055605714,1
38,6,0,7,0.8360133822299715,43,4,0.8884502877862838,1
36,6,0,5,1.130458566562905,38,4,0.9431945538974952,1
28,6,0,7,0.8240764152975553,50,4,0.8884502877862838,1
40,6,0,7,0.8956982168920526,51,4,0.8884502877862838,1
34,6,0,7,0.7922445034777786,50,4,1.8042727086281731,1
25,6,0,7,0.863866305072276,46,4,0.9431945538974952,1
34,6,0,7,0.7683705696129463,46,4,1.8042727086281731,1
26,6,0,7,0.8797822609821643,50,4,0.027372133055605714,1
35,6,0,5,0.859887316094804,43,4,0.027372133055605714,1
41,6,0,5,0.7643915806354742,52,4,0.9431945538974952,1
32,6,0,5,0.8161184373426111,49,4,1.8042727086281731,1
21,6,0,7,1.023025864171159,42,4,0.027372133055605714,1
18,6,0,5,1.0468997980359913,40,4,0.8884502877862838,1
