projectId,department,document_type,title,progress,views,project_card_size_Kb
145617,ФТС России,Проект ведомственного акта,"Об утверждении Порядка использования личного кабинета и организации обмена электронными документами и (или) сведениями между таможенными органами и декларантами, перевозчиками, лицами, осуществляющими деятельность в сфере таможенного дела, уполномоченными экономическими операторами, правообладателями и иными лицами, а также Порядка получения доступа декларантов, перевозчиков, лиц, осуществляющих деятельность в сфере таможенного дела, уполномоченных экономических операторов, правообладателей и иных лиц к личному кабинету",1,381,0.58984375
145616,Минтранс России,Проект ведомственного акта,"Об утверждении методик расчета показателей федерального проекта «Автономное судовождение», входящего в состав государственной программы Российской Федерации «Научно-технологическое развитие Российской Федерации»",1,333,0.5263671875
145615,Росстат,Проект ведомственного акта,О признании утратившим силу приказа Федеральной службы государственной статистики от 25 февраля 2019 г. № 94,1,217,0.30859375
145611,Минздрав России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 28 декабря 2023 г. № 2353,0,652,0.3720703125
145610,МВД России,Проект ведомственного акта,"проект приказа МВД России «Об установлении перечня субъектов Российской Федерации, на территориях которых уполномоченное Министерством внутренних дел Российской Федерации и находящееся
в его ведении федеральное государственное унитарное предприятие оказывает содействие Министерству внутренних дел Российской Федерации и его территориальным органам»",1,284,0.5810546875
145609,МВД России,Проект ведомственного акта,"проект приказа МВД России «О внесении изменений в Порядок реализации международных договоров Российской Федерации
о реадмиссии Министерством внутренних дел Российской Федерации,
его территориальными органами и специальными учреждениями, предназначенными для содержания иностранных граждан
и лиц без гражданства, подлежащих административному выдворению
за пределы Российской Федерации, депортации или реадмиссии, утвержденный приказом МВД России от 24 сентября 2020 г. № 669»",1,244,0.578125
145605,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Оператор установок производства древесной массы на дефибрерах»,1,227,0.330078125
145604,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Оператор линий и машин по производству шпона и фанеры»,1,220,0.3125
145603,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Оператор сушильных установок для древесины»,1,218,0.294921875
145608,Минпромторг России,Проект ведомственного акта,проект приказа Минпромторга России «О внесении изменения в приказ Министерства промышленности и торговли Российской Федерации от 21 августа 2023 г. № 3035 «Об организации в Министерстве промышленности и торговли Российской Федерации работы по подтверждению целевого назначения ввозимых суперабсорбентов для производства подгузников»,1,304,0.5751953125
145602,Минтруд России,Проект ведомственного акта,Об утверждении профессионального стандарта «Оператор установок по нанесению покрытия на бумажное полотно»,1,215,0.3271484375
145601,Минсельхоз России,Проект постановления Правительства Российской Федерации,"Проект постановления правительства Российской Федерации ""Об утверждении перечней кодов видов товаров, облагаемых налогом на добавленную стоимость по налоговой ставке 10 процентов в соответствии с подпунктом 1.1 пункта 2 статьи 164 Налогового кодекса Российской Федерации""",0,466,0.587890625
145599,Минцифры России,Проект постановления Правительства Российской Федерации,О внесении изменений в государственную программу Российской Федерации «Информационное общество»,1,219,0.3662109375
145598,Минздрав России,Проект ведомственного акта,"О внесении изменений в порядок проведения профилактического медицинского осмотра и диспансеризации определенных групп взрослого населения, утвержденный приказом Министерства здравоохранения Российской Федерации от 27 апреля 2021 г. № 404н",1,678,0.5634765625
145596,Минобороны России,Проект ведомственного акта,"Проект приказа Министра обороны Российской Федерации ""О внесении изменений в Порядок определения и применения значений допустимых (возможных) отклонений от значений показателей качества и (или) объема государственных услуг (выполнения работ), установленных в государственном задании на оказание государственных услуг (выполнение работ) федеральным государственным бюджетным и автономным учреждениям, осуществляющим профилактические, лечебные, санаторно-курортные, оздоровительные и реабилитационные мероприятия, направленные на охрану и укрепление здоровья военнослужащих, лиц гражданского персонала Вооруженных Сил Российской Федерации, граждан, уволенных с военной службы, членов их семей, и полномочия учредителя которых осуществляет Министерство обороны Российской Федерации, утвержденный приказом Министра обороны Российской Федерации от 18 марта 2022 г. № 151""",1,314,0.5908203125
145600,Минстрой России,Проект постановления Правительства Российской Федерации,О внесении изменений в Положение о Министерстве строительства и жилищно-коммунального хозяйства Российской Федерации,1,446,0.4033203125
145595,Минкультуры России,Проект ведомственного акта,Об утверждении Инструкции о мерах пожарной безопасности в Министерстве культуры Российской Федерации,0,238,0.3359375
145594,Росавиация,Проект ведомственного акта,Приказ об установлении приаэродромной территории аэродрома гражданской авиации Кострома (Сокеркино),1,246,0.30859375
145593,Минсельхоз России,Проект постановления Правительства Российской Федерации,"О внесении изменений в постановление Правительства Российской Федерации от 31 декабря 2021 г. «О мерах по регулированию вывоза пшеницы и меслина, ячменя, ржи и кукурузы за пределы территории Российской Федерации в государства, не являющиеся членами Евразийского экономического союза»",1,633,0.623046875
145590,Минэкономразвития России,Проект федерального закона,О внесении изменений в статью 223.2 Федерального закона «О несостоятельности (банкротстве)»,1,395,0.3134765625
145589,Росгвардия,Проект ведомственного акта,"Об утверждении Порядка осуществления выплаты единовременного пособия, предусмотренного частью 12 статьи 3 Федерального закона от 7 ноября 2011 г. № 306-ФЗ «О денежном довольствии военнослужащих и предоставлении им отдельных выплат», в войсках национальной гвардии Российской Федерации",1,285,0.5576171875
145588,СФР,Проект ведомственного акта,Об утверждении Правил внутреннего трудового распорядка Фонда пенсионного и социального страхования Российской Федерации,0,252,0.34375
145587,ФМБА России,Проект ведомственного акта,"Об утверждении порядка определения цен (тарифов) на платные медицинские услуги и условий использования материально-технической базы и привлечения медицинских работников для оказания платных медицинских услуг, предоставляемых медицинскими организациями, подведомственными Федеральному медико-биологическому агентству",1,268,0.5830078125
145586,МВД России,Проект постановления Правительства Российской Федерации,"Проект постановления Правительства Российской Федерации «О внесении изменения в пункт 1 постановления Правительства Российской Федерации
от 28 декабря 2019 г. № 1931»",1,332,0.47265625
145584,Россельхознадзор,Проект ведомственного акта,"Об утверждении формы проверочного листа (списка контрольных вопросов, ответы на которые свидетельствуют о соблюдении или несоблюдении контролируемым лицом обязательных требований), используемого должностными лицами Федеральной службы по ветеринарному и фитосанитарному надзору (ее территориальных органов) при осуществлении федерального государственного контроля (надзора) в области семеноводства в отношении семян сельскохозяйственных растений",1,271,0.59375
145585,Минвостокразвития России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 12 мая 2020 г. № 656,1,298,0.3701171875
145581,Минпромторг России,Проект Указа Президента Российской Федерации,"Об имущественном взносе Российской Федерации в Государственную корпорацию по содействию разработке, производству и экспорту высокотехнологичной промышленной продукции «Ростех",1,308,0.49609375
145582,СФР,Проект ведомственного акта,О признании утратившим силу постановления Правления Пенсионного фонда Российской Федерации от 20 ноября 2020 г. № 829п,0,220,0.3291015625
145580,СФР,Проект ведомственного акта,"О внесении изменений в Порядок осуществления корректировки сведений индивидуального (персонифицированного) учета и внесения уточнений (дополнений) в индивидуальный лицевой счет, утвержденный приказом Фонда пенсионного и социального страхования Российской Федерации
от 11 июля 2023 г. № 1363",0,205,0.5712890625
145579,СФР,Проект ведомственного акта,"О признании утратившим силу приказа Фонда пенсионного и социального страхования Российской Федерации от 21 сентября 2023 г. № 1766 «Об утверждении Требований к техническим, программным, лингвистическим средствам обеспечения формирования, ведения и использования федеральной государственной информационной системы «Федеральный реестр инвалидов»",0,525,0.5634765625
145576,Минпромторг России,Проект Указа Президента Российской Федерации,"Проект указа Президента Российской Федерации «Об имущественном взносе Российской Федерации в Государственную корпорацию по содействию разработке, производству и экспорту высокотехнологичной промышленной продукции «Ростех»",1,422,0.5830078125
145577,СФР,Проект ведомственного акта,"О признании утратившим силу постановления Правления Пенсионного фонда Российской Федерации от 18 июня 2019 г. № 350п «Об утверждении Требований к технологическим, программным, лингвистическим, правовым и организационным средствам обеспечения пользования
Единой государственной информационной системой социального обеспечения и к ее архитектуре»",0,513,0.5576171875
145575,Минпромторг России,Проект Указа Президента Российской Федерации,"проект указа Президента Российской Федерации «Об имущественном взносе Российской Федерации в Государственную корпорацию по содействию разработке, производству и экспорту высокотехнологичной промышленной продукции «Ростех»",1,304,0.5947265625
145573,Минприроды России,Проект постановления Правительства Российской Федерации,"проект постановления Правительства Российской Федерации «Об утверждении требований к информации, указанной в пунктах 1-3 статьи 62.3 Федерального закона от 10.01.2022 № 7-ФЗ «Об охране окружающей среды»",1,549,0.544921875
145572,Минздрав России,Проект постановления Правительства Российской Федерации,О внесении изменений в некоторые акты Правительства Российской Федерации,1,518,0.322265625
145574,Минсельхоз России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 23 августа 2018 г. № 987,0,330,0.37109375
145571,Росздравнадзор,Проект ведомственного акта,"О внесении изменений в Порядок формирования и деятельности комиссии территориального органа Федеральной службы по надзору в сфере здравоохранения по соблюдению требований к служебному поведению федеральных государственных гражданских служащих и урегулированию конфликта интересов, утвержденный приказом Федеральной службы по надзору в сфере здравоохранения от 5 декабря 2023 г. № 8806",1,269,0.5859375
145570,МЧС России,Проект ведомственного акта,О внесении изменений в приложения № 1 и № 2 к приказу МЧС России от 29 сентября 2021 г. № 641,1,422,0.2783203125
145566,Минфин России,Проект ведомственного акта,"О внесении изменений в коды (перечни кодов) бюджетной классификации Российской Федерации на 2024 год (на 2024 год и на плановый период 2025 и 2026 годов), утвержденные приказом Министерства финансов Российской Федерации от 1 июня 2023 г. № 80н",1,547,0.5419921875
145565,Минтруд России,Проект ведомственного акта,"Об утверждении перечня жизненных событий, наступление которых предоставляет гражданам возможность получения мер социальной защиты (поддержки), социальных услуг, предоставляемых в рамках социального обслуживания и государственной социальной помощи, иных социальных гарантий и выплат",1,813,0.587890625
145564,Центральный банк Российской Федерации,Проект ведомственного акта,О внесении изменений в Указание Банка России от 30 мая 2016 года № 4027-У,1,348,0.2958984375
145562,Росавиация,Проект ведомственного акта,Приказ об установлении приаэродромной территории аэродрома гражданской авиации Подкаменная Тунгуска,1,226,0.310546875
145561,Минздрав России,Проект ведомственного акта,"О внесении изменений в Порядок проведения диспансерного наблюдения за взрослыми, утвержденный приказом Министерства здравоохранения Российской Федерации от 15 марта 2022 г. № 168н",1,793,0.453125
145560,Минтруд России,Проект ведомственного акта,"Об утверждении Порядка и условий перевода, выписки и временного выбытия из стационарной организации социального обслуживания, предназначенной для лиц, страдающих психическими расстройствами",1,482,0.4794921875
145559,Минтруд России,Проект ведомственного акта,"Об утверждении Примерного порядка создания и деятельности комиссий по рассмотрению вопросов о приеме в стационарную организацию социального обслуживания, предназначенную для лиц, страдающих психическими расстройствами, временном выбытии, переводе и выписке из нее",1,370,0.5869140625
145558,Минтруд России,Проект ведомственного акта,"Об утверждении общих требований к организации посещения лица, находящегося в стационарной организации социального обслуживания, предназначенной для лиц, страдающих психическими расстройствами",1,559,0.484375
145557,Минтруд России,Проект ведомственного акта,"Об утверждении Порядка формирования, ведения и использования справочника событий, наступление которых предоставляет гражданам возможность получения мер социальной защиты (поддержки), социальных услуг, предоставляемых в рамках социального обслуживания
и государственной социальной помощи, иных социальных гарантий и выплат",1,646,0.587890625
145556,Минтранс России,Проект ведомственного акта,"О внесении изменений в форму заявления об установлении или изменении межрегионального маршрута регулярных перевозок, утвержденную приказом Министерства транспорта Российской Федерации от 10 ноября 2015 г. № 333",1,356,0.509765625
145555,Минтруд России,Проект федерального закона,О внесении изменений в статью 227.1 части второй Налогового кодекса Российской Федерации,1,485,0.30078125
145554,Минтранс России,Проект постановления Правительства Российской Федерации,"Об утверждении Правил отказа отправителями грузов, перечень которых установлен в соответствии с пунктом 1 статьи 41 Кодекса торгового мореплавания Российской Федерации, от предложений судовладельцев о возможности вывоза таких грузов из морских портов Российской Федерации",1,306,0.6328125
145553,ФАС России,Проект ведомственного акта,"Об утверждении форм отчетов, содержащих информацию об инвестиционных программах организаций, осуществляющих регулируемые виды деятельности в сфере водоснабжения и водоотведения",1,503,0.44921875
145552,Управление делами Президента Российской Федерации,Проект ведомственного акта,О внесении изменений в приказ Управления делами Президента Российской Федерации от 18 сентября 2012 г. № 505,1,282,0.384765625
145550,Минтранс России,Проект постановления Правительства Российской Федерации,"Об утверждении Положения о федеральной государственной информационной системе организации вывоза из морских портов Российской Федерации грузов, перечень которых установлен в соответствии с пунктом 1 статьи 4-1 Кодекса торгового мореплавания Российской Федерации",1,300,0.62890625
145549,Минтруд России,Проект постановления Правительства Российской Федерации,О внесении изменений в некоторые акты Правительства Российской Федерации,0,387,0.3310546875
145551,Минэнерго России,Проект постановления Правительства Российской Федерации,постановление Правительства Российской Федерации «Об утверждении Правил разработки и реализации схем газоснабжения и газификации субъектов Российской Федерации»,1,542,0.48828125
145547,Минсельхоз России,Проект ведомственного акта,Об утверждении перечня продукции глубокой переработки зерна,1,256,0.25390625
145546,Минтруд России,Проект постановления Правительства Российской Федерации,Об утверждении коэффициента индексации с 1 апреля 2024 г. социальных пенсий,1,746,0.318359375
145548,Минтруд России,Проект федерального закона,"О внесении изменений в Федеральный закон о правовом положении иностранных граждан
в Российской Федерации",0.185185,522,0.3134765625
145544,Минздрав России,Проект ведомственного акта,Об утверждении формы заявления о признании лекарственного препарата орфанным лекарственным препаратом,1,516,0.322265625
145545,Минпромторг России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 30 ноября 2021 г. № 2108,0,305,0.3720703125
145542,Минсельхоз России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 23 августа 2018 г. № 987,1,358,0.3642578125
145543,Минтранс России,Проект постановления Правительства Российской Федерации,"Об утверждении Правил вывоза грузов, перечень которых установлен в соответствии с пунктом 1 статьи 41 Кодекса торгового мореплавания Российской Федерации",1,453,0.4658203125
145540,Минэкономразвития России,Проект постановления Правительства Российской Федерации,О внесении изменений в некоторые акты Правительства Российской Федерации,1,511,0.33984375
145539,Минтруд России,Проект ведомственного акта,О внесении изменений в отдельные законодательные акты Российской Федерации,1,415,0.26953125
145538,Росрезерв,Проект ведомственного акта,Об утверждении Положения о Комиссии Федерального агентства по государственным резервам по соблюдению требований к служебному поведению федеральных государственных гражданских служащих и урегулированию конфликта интересов,1,269,0.53125
145541,Рособрнадзор,Проект постановления Правительства Российской Федерации,"О внесении изменений в постановление
Правительства Российской Федерации от 29 ноября 2021 г. № 2085",0,350,0.361328125
145537,Росмолодежь,Проект ведомственного акта,"О распространении на работников, замещающих отдельные должности на основании трудового договора в организациях, созданных для выполнения задач, поставленных перед Федеральным агентством по делам молодежи, ограничений, запретов и обязанностей",1,264,0.5673828125
145536,Минсельхоз России,Проект ведомственного акта,Об утверждении перечня продукции глубокой переработки зерна,0,280,0.2529296875
145535,Росмолодежь,Проект ведомственного акта,"Об утверждении Порядка уведомления представителя нанимателя (работодателя) федеральными государственными гражданскими служащими Федерального агентства по делам молодежи и работниками организаций, созданных для выполнения задач, поставленных перед Федеральным агентством по делам молодежи, о фактах обращения в целях склонения к совершению коррупционных правонарушений, регистрации таких уведомлений и организации проверки содержащихся в них сведений",1,270,0.583984375
145534,Минобрнауки России,Проект ведомственного акта,Об утверждении Положения о функциональной подсистеме предупреждения и ликвидации чрезвычайных ситуаций в сфере деятельности Министерства науки и высшего образования Российской Федерации единой государственной системы предупреждения и ликвидации чрезвычайных ситуаций,1,301,0.5947265625
145533,Центральный банк Российской Федерации,Проект ведомственного акта,"О порядке представления организациями, осуществляющими операции с денежными средствами или иным имуществом, регулирование, контроль и надзор в сфере деятельности которых в соответствии с законодательством Российской Федерации осуществляет Центральный банк Российской Федерации (за исключением кредитных организаций), в уполномоченный орган сведений и информации в соответствии со статьями 7 и 7.5 Федерального закона «О противодействии легализации (отмыванию) доходов, полученных преступным путем, и финансированию терроризма»",1,455,0.6318359375
145532,Минэнерго России,Проект постановления Правительства Российской Федерации,"О внесении изменений в Правила технологического присоединения энергопринимающих устройств потребителей электрической энергии, объектов по производству электрической энергии, а также объектов электросетевого хозяйства, принадлежащих сетевым организациям и иным лицам, к электрическим сетям",1,605,0.650390625
145531,Центральный банк Российской Федерации,Проект ведомственного акта,"О порядке представления кредитными организациями в уполномоченный орган сведений и информации в соответствии со статьями 7 и 7.5 Федерального закона «О противодействии легализации (отмыванию) доходов, полученных преступным путем, и финансированию терроризма»",1,456,0.623046875
145530,Минпросвещения России,Проект ведомственного акта,"О внесении изменения в Служебный распорядок Министерства просвещения Российской Федерации, утвержденный приказом Министерства просвещения Российской Федерации от 22 октября 2018 г. № 135",1,286,0.478515625
145528,Росреестр,Проект федерального закона,О внесении изменений в Федеральный закон «О государственной кадастровой оценке,1,413,0.2685546875
145529,Минздрав России,Проект ведомственного акта,"О внесении изменений в Порядок оказания медицинской помощи по профилю «гериатрия», утвержденный приказом Министерства здравоохранения Российской Федерации от 29 января 2016 г. № 38н",1,569,0.45703125
145526,МИД России,Проект ведомственного акта,"Проект приказа МИД России «Об утверждении формы справки, подтверждающей прием заявления к рассмотрению и уплату консульского сбора и сборов в счет возмещения фактических расходов, форм заключений и решений по вопросам гражданства Российской Федерации»",1,288,0.564453125
145525,МВД России,Проект ведомственного акта,"Проект приказа МВД России «Об утверждении требований к размещению, хранению и использованию укладки для оказания первой помощи сотрудниками полиции»",1,352,0.4072265625
145524,Минпромторг России,Проект ведомственного акта,Об утверждении порядка выдачи Министерством промышленности и торговли Российской Федерации разрешения на закупку происходящего из иностранного государства промышленного товара и положения об отраслевых экспертных советах при Министерстве промышленности и торговли Российской Федерации,1,578,0.599609375
145523,МВД России,Проект ведомственного акта,"приказ МВД России «Об утверждении требований к размещению, хранению и использованию аптечки для оказания первой помощи пострадавшим в дорожно-транспортных происшествиях (автомобильной)»",1,511,0.474609375
145521,Минюст России,Проект федерального закона,О внесении изменения в Федеральный закон «О содержании под стражей подозреваемых и обвиняемых в совершении преступлений»,1,529,0.3505859375
145518,Минобороны России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 19 декабря 2003 г. № 763,1,948,0.3642578125
145512,Генеральная прокуратура Российской Федерации,Проект ведомственного акта,"Приказ Генерального прокурора Российской Федерации «О внесении изменений в Положение о порядке приема на обучение по программам высшего образования и организации обучения в федеральном государственном казенном образовательном учреждении высшего образования «Университет прокуратуры Российской Федерации» граждан государств – участников Содружества Независимых Государств, а также граждан других государств, с соответствующими органами которых Генеральной прокуратурой Российской Федерации заключены соглашения о сотрудничестве, на льготной основе, утвержденное приказом Генерального прокурора Российской Федерации от 25.01.2023 № 36»",1,266,0.6416015625
145510,Минздрав России,Проект ведомственного акта,Об утверждении форм медицинской документации «Паспорт врачебного участка (педиатрического)» и «Паспорт врачебного участка (терапевтического)» и порядков их ведения,1,555,0.4326171875
145509,Минтранс России,Проект ведомственного акта,"Об открытии морского грузо-пассажирского постоянного многостороннего пункта пропуска через государственную границу Российской Федерации в морском порту Владивосток, реконструированного в пределах территории ООО «Морской порт «Суходол», и о внесении изменений в пределы морского грузо-пассажирского постоянного многостороннего пункта пропуска через государственную границу
Российской Федерации в морском порту Владивосток, утвержденные приказом Министерства транспорта Российской Федерации от 7 сентября 2020 г. № 356",1,310,0.5908203125
145508,ФАС России,Проект постановления Правительства Российской Федерации,О внесении изменений в постановление Правительства Российской Федерации от 29 декабря 2011 г. № 1178,1,1172,0.3525390625
145507,Росавиация,Проект ведомственного акта,Приказ об установлении приаэродромной территории аэродрома гражданской авиации Киренск,1,252,0.2861328125
145505,ФССП России,Проект ведомственного акта,"Об утверждении Инструкции о порядке выдачи, ношения и хранения огнестрельного оружия, специальных средств и мерах по соблюдению правил оборота оружия в Федеральной службе судебных приставов",1,290,0.470703125
145506,Минобороны России,Проект Указа Президента Российской Федерации,О внесении изменений в некоторые акты Президента Российской Федерации,1,470,0.310546875
